Time [ns],V(U1B5_M_DQ_0__B2) [V]
9.395958508,-0.098944052
9.401187623,-0.100465081
9.406416737,-0.102026998
9.411374525,-0.103509958
9.414476358,-0.104418511
9.415477241,-0.104706192
9.415960831,-0.104843907
9.416316996,-0.104885361
9.416393608,-0.104889422
9.416429653,-0.104891328
9.41646003,-0.104893168
9.416463356,-0.104893387
9.416464682,-0.104893475
9.416465211,-0.104893135
9.41646574,-0.104892697
9.416466268,-0.104892224
9.416466797,-0.104891739
9.416467561,-0.104891025
9.416469013,-0.104889633
9.416471918,-0.10488672
9.416474822,-0.104883662
9.416477726,-0.10488049
9.416480631,-0.104877234
9.416484363,-0.104872974
9.416488939,-0.104867703
9.416493516,-0.104862452
9.416498092,-0.10485728
9.416502668,-0.104852232
9.416507245,-0.10484734
9.41651277,-0.104841665
9.416518296,-0.104836257
9.416523821,-0.104831114
9.416530524,-0.104825213
9.416537226,-0.104819649
9.416545341,-0.104813297
9.416553456,-0.10480729
9.416564514,-0.104799512
9.41658064,-0.104788684
9.416596765,-0.104778122
9.41661289,-0.104767581
9.416629015,-0.104756926
9.41664514,-0.104746109
9.416661266,-0.104735137
9.416677391,-0.104724043
9.416699057,-0.104709027
9.416729029,-0.104688205
9.416769425,-0.104660267
9.416809822,-0.104632544
9.416850219,-0.10460492
9.416904662,-0.104567415
9.416993795,-0.104503998
9.417082929,-0.104437338
9.417148867,-0.104386218
9.417214805,-0.104334282
9.417333398,-0.104240985
9.417423229,-0.104171157
9.417513061,-0.1041017
9.417602893,-0.104031825
9.417719097,-0.10394008
9.417835302,-0.10384718
9.417951506,-0.103754148
9.418103709,-0.103633021
9.418255912,-0.103512303
9.41847224,-0.10334006
9.418688568,-0.103167278
9.41895878,-0.102952151
9.419228991,-0.102737967
9.419616694,-0.10243158
9.420107032,-0.102046305
9.421087706,-0.101285519
9.42206838,-0.100538599
9.423401133,-0.099546976
9.424733885,-0.098581978
9.426,-0.09768741
9.426232536,-0.097525602
9.426465073,-0.097364335
9.427745025,-0.096486546
9.429024977,-0.095611602
9.431584882,-0.09385139
9.434144786,-0.09204603
9.436704691,-0.090163698
9.439264595,-0.088184207
9.4418245,-0.086102475
9.444384404,-0.083928005
9.448018744,-0.08072165
9.451653084,-0.077426771
9.455287423,-0.074081015
9.458921763,-0.070689553
9.462556102,-0.067226544
9.466190442,-0.063648145
9.469824782,-0.059913243
9.473459121,-0.055997337
9.477093461,-0.05190107
9.4807278,-0.047648059
9.48436214,-0.043276743
9.489102364,-0.037465594
9.493842588,-0.031588595
9.498582812,-0.02567667
9.503323036,-0.019731625
9.50806326,-0.013747917
9.512803485,-0.007730918
9.517543709,-0.001710301
9.522283933,0.004261478
9.527024157,0.010118631
9.531764381,0.015796859
9.536504605,0.021240456
9.541244829,0.026409265
9.545985053,0.031285264
9.550725277,0.035876152
9.555465502,0.040211553
9.560205726,0.044339222
9.56494595,0.048326212
9.569686174,0.052263109
9.574426398,0.056268618
9.579166622,0.060492772
9.583906846,0.065116076
9.58864707,0.070346943
9.593387294,0.076420562
9.597694308,0.082883685
9.602001323,0.090448677
9.606308337,0.099281806
9.6104,0.108958293
9.611417628,0.111606853
9.612435256,0.114338734
9.614470512,0.120009425
9.618257545,0.131393619
9.623294132,0.148290525
9.628330719,0.167135412
9.633367306,0.187772181
9.638403892,0.21000208
9.643440479,0.23359894
9.647734029,0.254612637
9.649086029,0.26137809
9.649873803,0.265348871
9.650286469,0.267436733
9.650513147,0.268632482
9.650739824,0.269837033
9.650911735,0.270745523
9.651039529,0.271416513
9.651167322,0.2720848
9.651349053,0.27303232
9.651530784,0.273977014
9.651839004,0.275573574
9.652147225,0.277165759
9.652634349,0.279678123
9.653121472,0.28218799
9.653834577,0.285861494
9.654999371,0.291867346
9.656366619,0.298932323
9.658435019,0.309658641
9.6604,0.319891184
9.661417628,0.325209741
9.662435256,0.330534605
9.664470512,0.341192561
9.668146184,0.36042004
9.671821856,0.37953532
9.676248452,0.402282291
9.680675048,0.424619428
9.685101644,0.446472106
9.68952824,0.467809577
9.693954836,0.488627266
9.698381431,0.508932474
9.702808027,0.52873987
9.708166727,0.55207021
9.713525427,0.574707316
9.718884127,0.596638778
9.724242827,0.617842637
9.729601527,0.638291375
9.734960227,0.657968807
9.740318927,0.676872834
9.745677627,0.695015947
9.751036327,0.712411361
9.756395027,0.729062034
9.761753727,0.744966437
9.767112427,0.760114188
9.772471128,0.774494044
9.777829828,0.788100197
9.783188528,0.800927074
9.788547228,0.812975922
9.793905928,0.824257776
9.799264628,0.834792156
9.804623328,0.844604932
9.809982028,0.853726582
9.815340728,0.862193607
9.820699428,0.870050734
9.826058128,0.877347909
9.830802905,0.883381027
9.835547683,0.889045306
9.840292461,0.894365417
9.8448,0.899119568
9.845044163,0.899368521
9.845288326,0.899616663
9.846305954,0.900636874
9.847323582,0.901643421
9.849358838,0.90362283
9.853330579,0.907341746
9.858343276,0.911750396
9.863355974,0.915831769
9.868368671,0.919572524
9.873381369,0.922951747
9.878394066,0.925946233
9.882547467,0.928121805
9.883679479,0.928665504
9.884790206,0.929178092
9.885004926,0.929179193
9.885219645,0.929178311
9.885274633,0.929179897
9.885347146,0.929182759
9.88541966,0.929188775
9.885450577,0.929192708
9.885481495,0.929197349
9.885512412,0.929202435
9.885550842,0.929209095
9.885589273,0.929216072
9.885627703,0.92922344
9.885677755,0.929233735
9.885754233,0.929250915
9.885830711,0.929269469
9.885957787,0.929302268
9.886084864,0.929336982
9.88621194,0.929373757
9.886466093,0.929453671
9.886720246,0.929539981
9.887098092,0.929675731
9.887475938,0.929818365
9.888059747,0.930048472
9.88877856,0.930341353
9.889715102,0.930730268
9.891002418,0.931263896
9.892289734,0.931781493
9.89357705,0.93227063
9.8948,0.932700458
9.895044163,0.93278096
9.895288326,0.932859781
9.896305954,0.933157813
9.897323582,0.933424525
9.899358838,0.93387913
9.902559635,0.934360702
9.905760432,0.934561715
9.90896123,0.934514083
9.912162027,0.934261583
9.915362824,0.933850066
9.918563621,0.933322139
9.921764418,0.932713272
9.925723736,0.93188522
9.929683053,0.930995843
9.93364237,0.930048015
9.937601688,0.92903258
9.942638948,0.927629315
9.947676209,0.926104694
9.952713469,0.924481224
9.957750729,0.922780707
9.96278799,0.921002262
9.96782525,0.919118585
9.972862511,0.917085459
9.977899771,0.914858784
9.982937031,0.912412523
9.987974292,0.909748744
9.993011552,0.90689559
9.998048813,0.903898489
10.00308607,0.900806936
10.00812333,0.897667747
10.01316059,0.894524746
10.01819785,0.891425741
10.02323511,0.888423941
10.02827238,0.885563581
10.03330964,0.882869083
10.0383469,0.880336851
10.04338416,0.877928253
10.04842142,0.875567671
10.05345868,0.873155524
10.05849594,0.870590737
10.0635332,0.867785121
10.06749948,0.865361056
10.07146576,0.862720642
10.07543203,0.859849462
10.0792,0.856901336
10.08021763,0.856059925
10.08123526,0.855202706
10.08327051,0.853448578
10.08716937,0.849923221
10.09263361,0.844614913
10.09809786,0.838918499
10.1035621,0.832910114
10.10902634,0.826691074
10.1141336,0.820791258
10.11685531,0.817642524
10.11893139,0.815249285
10.11931469,0.814655984
10.11959495,0.8142286
10.11978288,0.81395395
10.1199708,0.813689688
10.12015873,0.813433596
10.12034665,0.813184033
10.12058431,0.812876398
10.12087153,0.812514001
10.12127686,0.812015228
10.12168219,0.811527994
10.12230091,0.810801504
10.12318283,0.809792457
10.12434699,0.808493511
10.12597114,0.806718464
10.12762696,0.804928187
10.1292,0.803228658
10.13042837,0.80189169
10.13165673,0.800546834
10.13411346,0.797839897
10.13735135,0.794245316
10.14058924,0.790638535
10.14382713,0.787042009
10.14706502,0.783474228
10.15030291,0.77995005
10.1535408,0.776480982
10.15744194,0.772385037
10.16219552,0.767522734
10.1669491,0.762791548
10.17170269,0.758169264
10.17645627,0.753635311
10.18120986,0.749183633
10.18596344,0.744828233
10.19071703,0.740599124
10.19547061,0.736540316
10.20121391,0.731930339
10.20695721,0.727692724
10.21270051,0.72384327
10.21844381,0.720378938
10.22418711,0.717290481
10.22993041,0.714564039
10.23567371,0.712178648
10.24141701,0.710103511
10.24716032,0.708292531
10.25290362,0.706684944
10.25864692,0.705212404
10.26439022,0.703809822
10.27013352,0.702421948
10.27587682,0.701002931
10.28162012,0.699512431
10.28736342,0.697914983
10.29310672,0.696183242
10.29829489,0.694484611
10.30348306,0.692648683
10.30867124,0.690678471
10.3136,0.688694786
10.31385579,0.688588907
10.31411158,0.688482836
10.31533995,0.68796831
10.31656831,0.687448851
10.31902504,0.686398105
10.3233097,0.684529256
10.32905248,0.681967376
10.33479526,0.679366819
10.34053804,0.676755959
10.34628082,0.674159316
10.3520236,0.67159871
10.35592722,0.669758599
10.35852817,0.668543239
10.36112911,0.667349821
10.3636,0.666231892
10.36385579,0.666117004
10.36411158,0.666002241
10.36533995,0.665454512
10.36656831,0.66491124
10.36902504,0.663838269
10.37315441,0.662095371
10.37836292,0.660038994
10.38357143,0.658157358
10.38877994,0.656447918
10.39398844,0.65490842
10.39919695,0.653554888
10.40440546,0.652424222
10.40961397,0.651562423
10.41482248,0.651001065
10.42003099,0.650744754
10.42523949,0.650773815
10.430448,0.651052427
10.43565651,0.65153739
10.44086502,0.652185576
10.44607353,0.652960013
10.45128203,0.653831074
10.45649054,0.654771281
10.46169905,0.655749893
10.46690756,0.656736536
10.47211607,0.657704946
10.47732458,0.658633414
10.48253308,0.659505894
10.48774159,0.660309432
10.4929501,0.661037997
10.49815861,0.661689623
10.50336712,0.662261057
10.50857563,0.662741652
10.51378413,0.663112183
10.51899264,0.663345854
10.52420115,0.663409845
10.52940966,0.663268942
10.53411607,0.662939056
10.53882249,0.662397075
10.54352891,0.661633578
10.548,0.660701743
10.54922837,0.660403283
10.55045673,0.660090135
10.55291346,0.659426213
10.55738337,0.658075527
10.56297632,0.656128713
10.56856927,0.653930821
10.57416222,0.651536746
10.57975517,0.649015952
10.58437411,0.646896917
10.5874531,0.645492337
10.58833353,0.645213614
10.58901326,0.64497977
10.58969299,0.644718202
10.59037273,0.644436787
10.59105246,0.64414431
10.59186966,0.643785633
10.59303523,0.643269359
10.5947182,0.642527791
10.59640118,0.64180402
10.598,0.641142019
10.59922837,0.64066285
10.60045673,0.64020306
10.60291346,0.639331893
10.60699477,0.6380402
10.61107607,0.636942898
10.61515737,0.636032931
10.61923867,0.635305014
10.62413658,0.634667946
10.62903449,0.634282112
10.6339324,0.634137833
10.63883031,0.634222295
10.64372822,0.634517816
10.64862612,0.635001763
10.65352403,0.635643797
10.65842194,0.636409633
10.66331985,0.637267265
10.66821776,0.638191097
10.67311566,0.639166327
10.67801357,0.640189285
10.68291148,0.641262221
10.68780939,0.642389126
10.69381493,0.643841868
10.69982047,0.645364653
10.70582601,0.646946525
10.71183156,0.648577609
10.7178371,0.650250859
10.72384264,0.651957466
10.72984818,0.653684869
10.73585372,0.655415897
10.74185926,0.657128601
10.7478648,0.658799647
10.75387035,0.660409831
10.75987589,0.661942891
10.76557819,0.6633129
10.7712805,0.664586024
10.77698281,0.665749972
10.7824,0.66674763
10.78266742,0.666793956
10.78293483,0.666840021
10.7841632,0.667046103
10.78539157,0.667247
10.7878483,0.667635829
10.79217831,0.668276412
10.79762278,0.669004612
10.80306726,0.669656698
10.80851173,0.670242232
10.8139562,0.670763318
10.81862552,0.67115383
10.82085022,0.671319536
10.82168666,0.671378166
10.82232627,0.671421569
10.82255012,0.671352279
10.82272583,0.671290332
10.82286505,0.671247888
10.82291801,0.671234291
10.82292945,0.671231555
10.82293561,0.671228152
10.82294003,0.671225206
10.8229433,0.671222881
10.82294656,0.671220487
10.82295174,0.67121661
10.82295849,0.67121148
10.82296524,0.671206334
10.82297199,0.671201225
10.82297874,0.671196185
10.8229871,0.671190068
10.82299546,0.671184096
10.82300604,0.671176736
10.82301884,0.671168089
10.82303462,0.671157746
10.82305798,0.671142861
10.82308678,0.671125047
10.82311557,0.671107823
10.82314437,0.671091347
10.82317316,0.67107582
10.82320196,0.671061397
10.82324332,0.671042716
10.82328468,0.671026287
10.82332604,0.671011723
10.82337839,0.670995124
10.82344325,0.670975994
10.8235081,0.670957331
10.82357296,0.670938804
10.82363782,0.670920844
10.82370267,0.670904257
10.82380052,0.670883217
10.82387342,0.67087084
10.82394633,0.670860693
10.82401923,0.670851893
10.82412735,0.670839917
10.82423547,0.670828957
10.8243436,0.670819821
10.82452029,0.670810322
10.82464581,0.670807201
10.82477134,0.670805916
10.82494254,0.670806076
10.82511374,0.670808777
10.82545448,0.670822583
10.82572078,0.670839561
10.8262534,0.670885081
10.82678602,0.670943761
10.82750971,0.671039199
10.82870879,0.671221055
10.82990788,0.671414928
10.83118589,0.671616977
10.8324,0.671791549
10.83266742,0.671826268
10.83293483,0.671859523
10.83371526,0.671942972
10.83449569,0.672011901
10.83605655,0.672112166
10.83851749,0.672153439
10.84097844,0.67204771
10.84343939,0.67180638
10.84590033,0.671450468
10.84836128,0.671006115
10.85082223,0.670501618
10.85328317,0.669965013
10.85574412,0.669421915
10.85882376,0.668764118
10.86190339,0.668152376
10.86498302,0.667591975
10.86806266,0.667071065
10.87114229,0.666565857
10.87422193,0.666048138
10.8782719,0.665307776
10.88232188,0.66447799
10.88637185,0.663569034
10.89042183,0.662618565
10.8944718,0.661675065
10.89852178,0.660778606
10.90257175,0.659947057
10.90662173,0.659174305
10.9106717,0.658438905
10.91472168,0.657717112
10.91996615,0.656782061
10.92521061,0.655855399
10.93045508,0.654970944
10.93569955,0.654168875
10.94094402,0.653477089
10.94618849,0.652900765
10.95143296,0.652424111
10.95667743,0.652024978
10.96192189,0.651689689
10.96716636,0.651424324
10.97241083,0.651241735
10.9776553,0.651145863
10.98289977,0.651122492
10.98814424,0.651143078
10.99338871,0.651173801
10.99863318,0.651183629
11.00323237,0.651159119
11.00783157,0.651100319
11.01243076,0.651015115
11.0168,0.650911219
11.01758043,0.65088979
11.01836086,0.650867279
11.01992171,0.650818616
11.02304343,0.65069965
11.02838781,0.650398352
11.03373218,0.649935217
11.03907656,0.649280987
11.04442094,0.648425078
11.04976532,0.647383798
11.05407789,0.646437082
11.05633336,0.645914106
11.05676523,0.645812187
11.05699542,0.645674646
11.05712553,0.645586813
11.05722263,0.645523789
11.05731973,0.645465925
11.05741683,0.645413159
11.05751393,0.6453641
11.05764388,0.645302261
11.05777384,0.645244133
11.05790379,0.645189863
11.05806746,0.645126624
11.05823113,0.645067629
11.05855847,0.644957763
11.05888581,0.644856633
11.05933186,0.644729793
11.0597779,0.644611572
11.06038781,0.644459602
11.06128787,0.644249559
11.06264399,0.643950617
11.06405281,0.643647289
11.06546162,0.643339551
11.0668,0.643036063
11.06810129,0.642718627
11.06940257,0.642385812
11.07200515,0.641688151
11.0753836,0.640730072
11.07876204,0.639735788
11.08285539,0.638524117
11.08694874,0.637345538
11.09104208,0.636234044
11.09513543,0.63521319
11.09922877,0.634296138
11.10332212,0.633486379
11.10832197,0.632626669
11.11332182,0.631875275
11.11832167,0.631196547
11.12332152,0.630568776
11.12832137,0.629991211
11.13438963,0.629384224
11.14045788,0.628917506
11.14652614,0.628623456
11.15259439,0.628518462
11.15866264,0.628614647
11.1647309,0.628933935
11.17079915,0.629510462
11.17686741,0.630378439
11.18293566,0.631560814
11.18900392,0.633065271
11.19507217,0.634878423
11.20114043,0.636958541
11.20720868,0.639245226
11.21327693,0.641660023
11.21934519,0.644104043
11.22541344,0.646465356
11.2314817,0.648626464
11.23647367,0.650176945
11.24146565,0.651462353
11.24645762,0.652440487
11.2512,0.653062258
11.25147904,0.653088741
11.25175809,0.653114143
11.25305937,0.653208591
11.25436066,0.653278967
11.25696324,0.653360014
11.26147632,0.653292873
11.26761165,0.652786364
11.27374697,0.651855482
11.2798823,0.650591024
11.28527919,0.649290695
11.29067607,0.647901487
11.29123185,0.647858918
11.29178762,0.647960833
11.29202173,0.648007069
11.29218877,0.648028177
11.29235581,0.648037339
11.29252285,0.648036511
11.29272701,0.648025049
11.29293117,0.648004307
11.29320128,0.6479659
11.29354958,0.647903208
11.29389788,0.647829659
11.2943668,0.647717914
11.29505146,0.64753654
11.29600421,0.647261752
11.29729788,0.64686934
11.29862063,0.646467281
11.29994339,0.646081606
11.3012,0.645740745
11.30147904,0.645669798
11.30175809,0.645600489
11.30305937,0.645312916
11.30436066,0.645059809
11.30696324,0.64463201
11.30956581,0.644302957
11.31216838,0.644057698
11.31477096,0.643876292
11.31737353,0.643740579
11.31997611,0.643636706
11.32257868,0.643555511
11.32580434,0.643477502
11.32903,0.643417491
11.33225565,0.64337186
11.33548131,0.643341309
11.33938968,0.643334541
11.34329804,0.643379055
11.34720641,0.643497476
11.35235876,0.643800859
11.35751111,0.644293143
11.36266346,0.644974971
11.36781582,0.645835825
11.37402629,0.647098202
11.38023676,0.648610622
11.38644724,0.650388289
11.39265771,0.652433754
11.39886818,0.654719025
11.40507865,0.657182703
11.41128913,0.659745044
11.4174996,0.662327215
11.42371007,0.664868589
11.42992054,0.667328768
11.43613102,0.669682382
11.44234149,0.6719168
11.44855196,0.674032219
11.45476244,0.676043831
11.46097291,0.677983234
11.46718338,0.679896468
11.47339385,0.681837446
11.47960433,0.683855293
11.4856,0.685900089
11.48661444,0.686257077
11.48762888,0.686617298
11.48965777,0.687345299
11.49338389,0.688711697
11.49930428,0.69094929
11.50522468,0.693228218
11.51114508,0.695493116
11.51706547,0.697677398
11.52175776,0.69929919
11.52465611,0.700231457
11.52519043,0.700396636
11.52584756,0.700700027
11.52617085,0.700857278
11.52649414,0.701001229
11.52681743,0.701130555
11.52714072,0.701248574
11.52746401,0.701358143
11.52795322,0.701512385
11.52867408,0.701721598
11.52954005,0.701951775
11.5308258,0.702261895
11.53244418,0.702613022
11.53406255,0.702932225
11.5356,0.703212544
11.53661444,0.703382989
11.53762888,0.703544673
11.53965777,0.70384326
11.5430488,0.704243545
11.54643983,0.704488958
11.55066167,0.704536678
11.5548835,0.704268938
11.55910534,0.703670713
11.56332717,0.702741877
11.56754901,0.701493815
11.57267625,0.699582011
11.57780349,0.697297782
11.58293073,0.694722578
11.58805798,0.69194055
11.59318522,0.689020593
11.59831246,0.686009895
11.6034397,0.682938644
11.60856694,0.679833897
11.61369419,0.676723326
11.61882143,0.673638127
11.62394867,0.670611567
11.62907591,0.667670621
11.63420315,0.664835968
11.63933039,0.662120507
11.64445764,0.659534513
11.64958488,0.65709028
11.65471212,0.654804049
11.65983936,0.652694384
11.6649666,0.650780148
11.67009385,0.649079656
11.67522109,0.647609993
11.68034833,0.646384578
11.68547557,0.645411237
11.69060281,0.644698587
11.69573005,0.644254719
11.7008573,0.644082281
11.70570355,0.644162809
11.7105498,0.644469579
11.71539606,0.644985751
11.72,0.645647086
11.72029067,0.645694407
11.72058134,0.645742268
11.72159578,0.645915538
11.72261023,0.646094994
11.72463911,0.64646836
11.72869688,0.647273403
11.73438364,0.648507694
11.74007041,0.649814751
11.74575717,0.651133645
11.75144394,0.65239522
11.75614168,0.653343637
11.75783106,0.653656647
11.75889646,0.65384492
11.75957178,0.653960287
11.75979159,0.653997145
11.75991334,0.654017411
11.75997656,0.654027893
11.75999425,0.65403082
11.76000345,0.65402883
11.76000797,0.654027341
11.76001249,0.654025748
11.760017,0.65402413
11.76002332,0.654021844
11.76002963,0.654019512
11.76003595,0.654017109
11.76004226,0.654014622
11.76005029,0.654011335
11.76006008,0.654007149
11.76007226,0.654001712
11.76008444,0.653996093
11.76010049,0.653988539
11.76012166,0.653978531
11.76014283,0.653968689
11.76016955,0.653956748
11.76019628,0.653945524
11.76022301,0.653935125
11.76025888,0.653922531
11.76030366,0.653908949
11.76034845,0.653897488
11.76040349,0.653885657
11.76048335,0.653871198
11.76056321,0.653858286
11.76057963,0.653855729
11.76058258,0.653853713
11.7605849,0.653852042
11.76058723,0.65385041
11.76058955,0.65384885
11.76059244,0.653847008
11.76059592,0.653844898
11.7605994,0.653842862
11.76060288,0.65384086
11.76060735,0.653838278
11.76061272,0.653835098
11.7606181,0.65383177
11.76062347,0.653828251
11.76062885,0.65382452
11.76063422,0.653820569
11.76064079,0.653815447
11.76064736,0.653810031
11.76065394,0.653804356
11.76066267,0.653796484
11.76067345,0.653786399
11.76068692,0.653773428
11.7607004,0.653760304
11.76071388,0.653747222
11.76073062,0.653731234
11.76074736,0.653715677
11.76076411,0.653700622
11.76078085,0.653686092
11.76080148,0.653668889
11.76082752,0.653648216
11.76086246,0.653622087
11.76091569,0.653585291
11.76099992,0.65353289
11.76108414,0.653486099
11.76116837,0.65344407
11.76125259,0.653406555
11.76139776,0.653352035
11.76154293,0.653308564
11.7616881,0.65327345
11.76188246,0.653236157
11.76207682,0.653208398
11.76236246,0.653182507
11.7626481,0.653170295
11.763095,0.653170709
11.76354189,0.653189222
11.76415297,0.653235069
11.76500532,0.653322411
11.7661576,0.653455958
11.76713036,0.653562918
11.76810312,0.653650652
11.76907588,0.653709897
11.77,0.653734512
11.77029067,0.653733734
11.77058134,0.653729552
11.77149346,0.653684129
11.77240558,0.653608304
11.77422983,0.653387628
11.77605407,0.653080377
11.77787831,0.652699737
11.77970255,0.652263425
11.78194077,0.651675392
11.7846659,0.650903048
11.78739103,0.650077016
11.79011615,0.649193746
11.79284128,0.648246077
11.79556641,0.647230874
11.79829154,0.646153134
11.80101666,0.645025378
11.80435995,0.643598513
11.80770324,0.642149791
11.81104653,0.640694679
11.81438982,0.639236425
11.81773311,0.637768398
11.82185511,0.63592968
11.82597712,0.634050436
11.83104327,0.631701574
11.83610943,0.629359258
11.84117558,0.627087517
11.84624173,0.624940885
11.85130788,0.622951731
11.85637404,0.62112961
11.86144019,0.619471773
11.86650634,0.61797539
11.87157249,0.61664556
11.87663865,0.615492628
11.8817048,0.614524685
11.88677095,0.613732855
11.89183711,0.613071141
11.89690326,0.612457975
11.90196941,0.611777858
11.90703556,0.610880245
11.91210172,0.609575465
11.91716787,0.607640547
11.92223402,0.604826328
11.92730017,0.600861612
11.93236633,0.595456808
11.93743248,0.588311813
11.94172805,0.580671247
11.94602363,0.571401579
11.9503192,0.560388889
11.9544,0.548263521
11.95531212,0.54528943
11.95622424,0.542235256
11.95804848,0.535928906
11.96122138,0.524269367
11.96583568,0.505754847
11.97044998,0.485561951
11.97506428,0.463969577
11.97967858,0.44129247
11.98429288,0.417859662
11.98890718,0.394000652
11.99282941,0.373624171
11.99382781,0.368442966
11.99432095,0.365886725
11.99454559,0.364647806
11.9947168,0.363695371
11.99484175,0.363006021
11.99493893,0.36247552
11.99503611,0.361949397
11.99513328,0.361426372
11.99525173,0.360791879
11.99537018,0.360160526
11.99554298,0.359245362
11.99571578,0.358336307
11.99588858,0.357431659
11.99613833,0.356129919
11.99638808,0.35483437
11.99676147,0.352907388
11.99713487,0.350989749
11.99767352,0.348236816
11.99847263,0.344177833
11.99964594,0.338263532
12.00125748,0.3302155
12.00286903,0.322246087
12.0044,0.31474581
12.00531212,0.310322944
12.00622424,0.305927461
12.00804848,0.297210323
12.010909,0.283792751
12.01376951,0.270741076
12.01663002,0.25810245
12.02030256,0.242537052
12.02397509,0.227754076
12.02764763,0.213771842
12.03132016,0.200588018
12.03499269,0.188182429
12.03866523,0.176520915
12.0431335,0.163268712
12.04760177,0.150956282
12.05207004,0.139490069
12.05653831,0.128785755
12.06100658,0.118778839
12.06547484,0.109427078
12.06994311,0.100698607
12.07441138,0.092561489
12.07887965,0.08497697
12.08334792,0.077900049
12.08781619,0.071283651
12.09228446,0.06508446
12.09675273,0.059266367
12.101221,0.053800737
12.10660617,0.047646495
12.11199133,0.041924286
12.1173765,0.03658548
12.12276167,0.031573716
12.12814683,0.026831442
12.133532,0.022309797
12.13891717,0.01797446
12.14430234,0.013804786
12.1496875,0.009787843
12.15507267,0.005913954
12.16045784,0.002174194
12.165843,-0.001441057
12.17122817,-0.004938737
12.17567674,-0.007741217
12.1801253,-0.010461587
12.18457386,-0.013091253
12.1888,-0.015498641
12.1891023,-0.015667092
12.18940459,-0.01583503
12.19031672,-0.016337245
12.19122884,-0.016834967
12.19305308,-0.017819345
12.19670156,-0.019739146
12.20173223,-0.022275313
12.2067629,-0.024682268
12.21179356,-0.026962107
12.21682423,-0.029115971
12.2218549,-0.031134888
12.2261448,-0.032733621
12.2304347,-0.031430851
12.23327039,-0.029510074
12.23514484,-0.028033869
12.23701928,-0.026500222
12.2388,-0.025025634
12.2391023,-0.024774711
12.23940459,-0.024523697
12.24059159,-0.02353828
12.24177858,-0.022554094
12.24415256,-0.020590414
12.24800938,-0.017423305
12.25296781,-0.013393559
12.25792624,-0.009374653
12.26288466,-0.005307333
12.26784309,-0.001140117
12.27280152,0.003145712
12.27775994,0.00752748
12.28271837,0.011952819
12.2876768,0.016363013
12.29263523,0.020713641
12.29759365,0.024982176
12.30255208,0.029162045
12.30751051,0.033246928
12.31246894,0.037219466
12.31742736,0.041048151
12.32238579,0.044692694
12.32734422,0.048114583
12.33230264,0.051281857
12.33726107,0.05417361
12.3422195,0.056775683
12.34717793,0.059073943
12.35213635,0.061050611
12.35709478,0.062688137
12.36205321,0.063988157
12.36701163,0.064984179
12.37197006,0.065745526
12.37692849,0.066376411
12.38188692,0.067012418
12.38684534,0.067816486
12.39180377,0.068976713
12.3967622,0.07070447
12.40172062,0.073235168
12.40667905,0.076831311
12.41086157,0.080901276
12.41504409,0.086115581
12.41922661,0.092641022
12.4232,0.100169415
12.42438699,0.102740298
12.42557398,0.105435734
12.42794797,0.111136296
12.4320384,0.122050327
12.43748323,0.138805878
12.44292805,0.15800316
12.44837288,0.179409858
12.4538177,0.202742184
12.45872461,0.225165808
12.46194393,0.240484131
12.46312433,0.246206748
12.46379997,0.249606244
12.46429508,0.25210287
12.4647902,0.254584858
12.46528532,0.25705516
12.46578044,0.259520106
12.46627556,0.261984021
12.46702419,0.265712561
12.46809586,0.27106164
12.4698149,0.279677573
12.47155085,0.28842581
12.4732,0.296778284
12.47438699,0.302820677
12.47557398,0.308875175
12.47794797,0.321001478
12.48193199,0.341333642
12.48591601,0.361526497
12.48990003,0.381461766
12.49388405,0.401047133
12.49786807,0.420218935
12.50277467,0.443217685
12.50768127,0.465522799
12.51258787,0.487133167
12.51749447,0.508044787
12.52240107,0.52825477
12.52730768,0.547747525
12.53221428,0.566505409
12.53712088,0.584506376
12.54202748,0.601737404
12.54693408,0.618205665
12.55184068,0.633927805
12.55783706,0.652179767
12.56383343,0.669444998
12.5698298,0.685793544
12.57582618,0.701289578
12.58182255,0.715986772
12.58781893,0.729933358
12.5938153,0.743175157
12.59981168,0.755748919
12.60580805,0.767678348
12.61180443,0.778981979
12.6178008,0.789675619
12.62379718,0.799768897
12.62979355,0.809270635
12.63578993,0.818190855
12.64131147,0.825899458
12.646833,0.833130019
12.65235454,0.839884283
12.6576,0.845854715
12.65791392,0.846197373
12.65822785,0.846538438
12.65941484,0.847805125
12.66060183,0.849049067
12.66297581,0.851479856
12.66717838,0.855569372
12.67304026,0.860774375
12.67422726,0.861741786
12.67541425,0.862683319
12.67778823,0.864501016
12.68213078,0.867563333
12.68786672,0.871029862
12.69286248,0.873477882
12.69553382,0.874561113
12.6967292,0.874994092
12.69737709,0.875215291
12.69755356,0.875273893
12.6976633,0.875266811
12.69769003,0.875260854
12.69771676,0.87525418
12.69775412,0.875244595
12.69779148,0.875235537
12.69782884,0.875227583
12.69786621,0.875221014
12.69790357,0.875215876
12.69794093,0.875212067
12.69799223,0.875208635
12.69806503,0.875206277
12.69814573,0.875205621
12.69822643,0.87520607
12.69825383,0.875179158
12.69827406,0.875154731
12.69829429,0.875129075
12.69832252,0.875092894
12.69834314,0.875066509
12.69836376,0.875040188
12.69839789,0.874996731
12.69844049,0.874942509
12.69848309,0.874888057
12.69852569,0.874833125
12.6985842,0.874756703
12.69864271,0.874679281
